source,source_url,entry_id,name,title,description,repository_url,category,pricing,sla_rate_limit,quality_benchmark,payment,provenance,security_trust,all_core_value_classes,structured_value_classes,machine_actionable_value_classes,evidence
mcp_atlas,https://mcpatlas.dev/browse,mcp_atlas:86e7134d967b,PhilipLudington/gamelegend-mcp,PhilipLudington/gamelegend-mcp,"ity"":[""claude-desktop"",""claude-code"",""cursor""],""pricing"":""freemium"",""pricingNote"":""Exports work on all plans. Autofill requires Canva Enterprise. Requires a Canva account with OAuth."",""license"":""Proprietary"",""featured"":false,""verified"":false,""dateAdded"":""2026-03-08"",""lastUpdated"":""2026-03-08"",""quali",https://github.com/PhilipLudington/gamelegend-mcp,curated_registry,human_readable,absent,human_readable,absent,machine_actionable,human_readable,False,1,1,"pricing: ...ty\"":[\""claude-desktop\"",\""claude-code\"",\""cursor\""],\""pricing\"":\""freemium\"",\""pricingNote\"":\""Exports work on all plans. Autofill requires C... | quality_benchmark: ...th.\"",\""license\"":\""Proprietary\"",\""featured\"":false,\""verified\"":false,\""dateAdded\"":\""2026-03-08\"",\""lastUpdated\"":\""2026-03-08\"",\""qualitySc... | provenance: ...a Enterprise. Requires a Canva account with OAuth.\"",\""license\"":\""Proprietary\"",\""featured\"":false,\""verified\"":false,\""dateAdded\"":\""2026-03... | security_trust: ...quires Canva Enterprise. Requires a Canva account with OAuth.\"",\""license\"":\""Proprietary\"",\""featured\"":false,\""verified\"":false,\""dateAdde..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,810,mcp-server-jupyter,mcp-server-jupyter,MCP server for Jupyter Notebooks and JupyterLab,https://github.com/ihrpr/mcp-server-jupyter,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ..."": ""MCP server for Jupyter Notebooks and JupyterLab"", ""github"": {""archived"": false, ""contributors_count"": 3, ""forks_count"": 3, ""full_name"": ""... | security_trust: ...ver for Jupyter Notebooks and JupyterLab"", ""github"": {""archived"": false, ""contributors_count"": 3, ""forks_count"": 3, ""full_name"": ""ihrpr/mcp-ser..."
mcp_atlas,https://mcpatlas.dev/browse,mcp_atlas:23da5e1ce6b7,dropbox/mcp-server-dropbox,dropbox/mcp-server-dropbox,"""],""category"":""files-storage"",""tags"":[""aws"",""s3"",""storage"",""cloud"",""files"",""buckets"",""objects""],""capabilities"":{""tools"":[""list_buckets"",""list_objects"",""get_object"",""put_object"",""delete_object""],""resources"":[]},""compatibility"":[""claude-desktop"",""claude-code"",""cursor"",""windsurf""],""pricing"":""open-sourc",https://github.com/dropbox/mcp-server-dropbox,curated_registry,human_readable,absent,human_readable,absent,machine_actionable,human_readable,False,1,1,"pricing: ...e-desktop\"",\""claude-code\"",\""cursor\"",\""windsurf\""],\""pricing\"":\""open-source\"",\""pricingNote\"":\""Server is free. AWS S3 usage billed by AWS.... | quality_benchmark: ...led by AWS.\"",\""license\"":\""MIT\"",\""featured\"":false,\""verified\"":false,\""dateAdded\"":\""2026-03-01\"",\""lastUpdated\"":\""2026-03-01\"",\""qualitySc... | provenance: ...ude-code\"",\""cursor\"",\""windsurf\""],\""pricing\"":\""open-source\"",\""pricingNote\"":\""Server is free. AWS S3 usage billed by AWS.\"",\""license\"":\... | security_trust: ...te\"":\""Server is free. AWS S3 usage billed by AWS.\"",\""license\"":\""MIT\"",\""featured\"":false,\""verified\"":false,\""dateAdded\"":\""2026-03-01\"",\""..."
glama,https://glama.ai/api/mcp/v1/servers,t3xfpzqsgg,silentwatch-mcp,silentwatch-mcp,"An MCP server that surfaces scheduled-job state and detects silent failures (exit 0 but no useful output) for cron, systemd timers, and OpenClaw schedulers, enabling AI agents to query job health and overdue status directly.",https://github.com/temurkhan13/silentwatch-mcp,hosting:local-only,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...name"": ""silentwatch-mcp"", ""namespace"": ""temurkhan13"", ""repository"": {""url"": ""https://github.com/temurkhan13/silentwatch-mcp""}, ""slug"": ""silentwat... | security_trust: ...slug"": ""silentwatch-mcp"", ""spdxLicense"": {""name"": ""MIT License"", ""url"": ""https://spdx.org/licenses/MIT.json""}, ""tools"": [], ""url"": ""https://gl..."
official_mcp_registry,https://registry.modelcontextprotocol.io/v0/servers,ai.deepledger/mcp,ai.deepledger/mcp,DeepLedger — AI Bookkeeper for QuickBooks,"AI bookkeeping for QuickBooks Online — 28 tools for transactions, reports, and bank feeds",,,absent,absent,absent,absent,machine_actionable,absent,False,1,1,"provenance: ...able-http"", ""url"": ""https://mcp.deepledger.ai/mcp""}], ""repository"": {""source"": ""github"", ""url"": ""https://github.com/naga-deepledger/deepledger-mc..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,2476,azure-mcp-servers,Azure Mcp Servers,This directory showcases various Model Context Protocol (MCP) servers. These servers enable Large Language Models (LLMs) to securely access tools and data sources from Microsoft Azure.,https://github.com/manekinekko/azure-mcp-servers,cloud-platforms,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...access tools and data sources from Microsoft Azure."", ""github"": {""archived"": false, ""contributors_count"": 2, ""forks_count"": 2, ""full_name"": ""... | security_trust: ...s and data sources from Microsoft Azure."", ""github"": {""archived"": false, ""contributors_count"": 2, ""forks_count"": 2, ""full_name"": ""manekinekko/a..."
glama,https://glama.ai/api/mcp/v1/servers,fctg74wgi0,tldraw-mcp,tldraw-mcp,"Minimal MCP server for editing tldraw .tldr files via JSON manipulation. Headless, no browser needed.",https://github.com/m9810223/tldraw-mcp,hosting:local-only,absent,absent,structured_unverified,absent,machine_actionable,structured_unverified,False,3,1,"provenance: ...wgi0"", ""name"": ""tldraw-mcp"", ""namespace"": ""m9810223"", ""repository"": {""url"": ""https://github.com/m9810223/tldraw-mcp""}, ""slug"": ""tldraw-mcp"", ""spd..."
mcp_atlas,https://mcpatlas.dev/browse,mcp_atlas:75f53eb917de,EnesCinr/twitter-mcp,EnesCinr/twitter-mcp,"pricingNote"":""Community server is free. Semrush API requires paid plans. Official remote MCP at mcp.semrush.com also available."",""license"":""MIT"",""featured"":false,""verified"":false,""dateAdded"":""2026-03-08"",""lastUpdated"":""2026-03-08"",""qualityScore"":41},{""id"":""mcp-twitter"",""name"":""X (Twitter) MCP Server",https://github.com/EnesCinr/twitter-mcp,curated_registry,human_readable,absent,human_readable,absent,machine_actionable,human_readable,False,1,1,"pricing: ...ote\"":\""Community server is free. Semrush API requires paid plans. Official remote MCP at mcp.semrush.com also available.\"",\""license\"":\""M... | quality_benchmark: ... available.\"",\""license\"":\""MIT\"",\""featured\"":false,\""verified\"":false,\""dateAdded\"":\""2026-03-08\"",\""lastUpdated\"":\""2026-03-08\"",\""qualitySc... | provenance: ...cial remote MCP at mcp.semrush.com also available.\"",\""license\"":\""MIT\"",\""featured\"":false,\""verified\"":false,\""dateAdded\"":\""2026-03-08\"",\""... | security_trust: ...cial remote MCP at mcp.semrush.com also available.\"",\""license\"":\""MIT\"",\""featured\"":false,\""verified\"":false,\""dateAdded\"":\""2026-03-08\"",\""..."
glama,https://glama.ai/api/mcp/v1/servers,c6t5j1v8ni,codex-async-mcp,codex-async-mcp,"Local MCP server that wraps the codex CLI asynchronously, returning a job_id immediately to avoid MCP protocol timeouts, and providing tools to start, poll, list, and cancel codex jobs.",https://github.com/benzkittisak/claude-codex-mcp,hosting:local-only,absent,absent,structured_unverified,absent,machine_actionable,structured_unverified,False,3,1,"provenance: ...ame"": ""codex-async-mcp"", ""namespace"": ""benzkittisak"", ""repository"": {""url"": ""https://github.com/benzkittisak/claude-codex-mcp""}, ""slug"": ""claude-..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,2957,outline-mcp-server,Outline MCP Server,,https://github.com/mmmeff/outline-mcp-server,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...f"", ""category"": ""developer-tools"", ""description"": """", ""github"": {""archived"": false, ""contributors_count"": 3, ""forks_count"": 6, ""full_name"": ""... | security_trust: ...ry"": ""developer-tools"", ""description"": """", ""github"": {""archived"": false, ""contributors_count"": 3, ""forks_count"": 6, ""full_name"": ""mmmeff/outlin..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,2263,MCP_SERVER,MCP Server Ð´Ð»Ñ Ð¿Ð¾Ð¸ÑÐºÐ° ÑÐ°Ð¹Ð»Ð¾Ð² Ð½Ð° Ð´Ð¸ÑÐºÐµ,,https://github.com/Fekdaz/MCP_SERVER,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...z"", ""category"": ""developer-tools"", ""description"": """", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""... | security_trust: ...ry"": ""developer-tools"", ""description"": """", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""Fekdaz/MCP_SE..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,11443,ILBudget-mcp,ILBudget-mcp,MCP Server for Israel budget,https://github.com/david-aftergut/ILBudget-mcp,finance,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...ance"", ""description"": ""MCP Server for Israel budget"", ""github"": {""archived"": false, ""contributors_count"": 2, ""forks_count"": 0, ""full_name"": ""... | security_trust: ...cription"": ""MCP Server for Israel budget"", ""github"": {""archived"": false, ""contributors_count"": 2, ""forks_count"": 0, ""full_name"": ""david-aftergu..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,6338,mcp-ipfs,ðª MCP IPFS Server (storacha.network) ð°ï¸,ðª MCP IPFS Server,https://github.com/alexbakers/mcp-ipfs,cloud-storage,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...loud-storage"", ""description"": ""ðª MCP IPFS Server"", ""github"": {""archived"": false, ""contributors_count"": 2, ""forks_count"": 7, ""full_name"": ""... | security_trust: ...e"", ""description"": ""ðª MCP IPFS Server"", ""github"": {""archived"": false, ""contributors_count"": 2, ""forks_count"": 7, ""full_name"": ""alexbakers/mc..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,14245,remote-mcp-server-authless,Building a Remote MCP Server on Cloudflare (Without Auth),,https://github.com/jim-steele/remote-mcp-server-authless,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...e"", ""category"": ""developer-tools"", ""description"": """", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""... | security_trust: ...ry"": ""developer-tools"", ""description"": """", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""jim-steele/re..."
glama,https://glama.ai/api/mcp/v1/servers,suhs6ouhy5,imessage-rich-search,imessage-rich-search,Enables full-text search of macOS iMessages including link preview metadata. Works as an MCP server for Claude Desktop to search your messages locally.,https://github.com/cannavis/imessage-rich-search,hosting:local-only,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...me"": ""imessage-rich-search"", ""namespace"": ""cannavis"", ""repository"": {""url"": ""https://github.com/cannavis/imessage-rich-search""}, ""slug"": ""imessag... | security_trust: ...: ""imessage-rich-search"", ""spdxLicense"": {""name"": ""MIT License"", ""url"": ""https://spdx.org/licenses/MIT.json""}, ""tools"": [], ""url"": ""https://gl..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,5198,Nocodb-MCP-Server,Nocodb MCP Server,,https://github.com/granthooks/Nocodb-MCP-Server,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...s"", ""category"": ""developer-tools"", ""description"": """", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""... | security_trust: ...ry"": ""developer-tools"", ""description"": """", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""granthooks/No..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,10280,viteTss,ViteTss,,https://github.com/AmayaWang/AmayaWang.github.io,,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...: ""AmayaWang"", ""category"": null, ""description"": null, ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""... | security_trust: ...g"", ""category"": null, ""description"": null, ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""AmayaWang/Ama..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,4633,Google-Calendar-MCP-Server,Google-Calendar-MCP-Server,MCP Server for Google Calendar API,https://github.com/Arkyapatwa/Google-Calendar-MCP-Server,cloud-platforms,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ... ""description"": ""MCP Server for Google Calendar API"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 1, ""full_name"": ""... | security_trust: ...on"": ""MCP Server for Google Calendar API"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 1, ""full_name"": ""Arkyapatwa/Go..."
official_mcp_registry,https://registry.modelcontextprotocol.io/v0/servers,ai.complyhat/compliance,ai.complyhat/compliance,ComplyHat,"MCP for AI compliance documentation — EU AI Act, SR 11-7, NAIC + 6 more frameworks.",,,absent,absent,absent,absent,machine_actionable,absent,False,1,1,"provenance: ...ttps://complyhat.ai/api/mcp""}], ""title"": ""ComplyHat"", ""version"": ""1.1.0"", ""websiteUrl"": ""https://complyhat.ai""}}..."
